datetime,price,pred,prob,actual,pnl,symbol
2025-09-15 12:30:00+00:00,114871.6328125,down,0.6567587377171065,down,0.0011239448055094803,BTC
2025-09-15 12:45:00+00:00,114742.5234375,up,0.8161151995759337,up,0.00030584781429454644,BTC
2025-09-15 13:00:00+00:00,114777.6171875,up,0.7533340915468502,up,0.002285193480463299,BTC
2025-09-15 13:15:00+00:00,115039.90625,down,0.781293894672096,down,0.004089477645936479,BTC
2025-09-15 13:30:00+00:00,114569.453125,up,0.7382695014619746,up,0.0009807097086989014,BTC
2025-09-15 13:45:00+00:00,114681.8125,down,0.8486126951454019,down,0.00033734642971394724,BTC
2025-09-15 14:00:00+00:00,114643.125,down,0.8488688147049149,up,-0.003569501005838749,BTC
2025-09-15 14:15:00+00:00,115052.34375,up,0.8128166465473159,down,-0.0013766831673083235,BTC
2025-09-15 14:30:00+00:00,114893.953125,up,0.6316204132189387,down,-0.0012186509489117148,BTC
2025-09-15 14:45:00+00:00,114753.9375,up,0.8516561585712207,down,-0.0017952815344571826,BTC
2025-09-15 15:00:00+00:00,114547.921875,up,0.8013038941598729,up,0.001265641140641538,BTC
2025-09-15 15:15:00+00:00,114692.8984375,down,0.8091072498012899,up,-0.0006931553834896853,BTC
2025-09-15 15:30:00+00:00,114772.3984375,up,0.7088948521211615,up,0.0013244282995688028,BTC
2025-09-15 15:45:00+00:00,114924.40625,up,0.8637838668471021,down,-0.0008921625383642162,BTC
2025-09-15 16:00:00+00:00,114821.875,up,0.8176114800704573,down,-0.0008707100672237233,BTC
2025-09-15 16:15:00+00:00,114721.8984375,up,0.6337771399587583,up,0.0018092666075699704,BTC
2025-09-15 16:30:00+00:00,114929.4609375,up,0.7223334103218488,down,-0.001947594077916448,BTC
2025-09-15 16:45:00+00:00,114705.625,up,0.8659141085880425,up,0.0018377204692445748,BTC
2025-09-15 17:00:00+00:00,114916.421875,up,0.6141590105092137,down,-0.0016108174269587883,BTC
2025-09-15 17:15:00+00:00,114731.3125,up,0.8884249858926149,up,0.0017794292207717888,BTC
2025-09-15 17:30:00+00:00,114935.46875,up,0.8037487704958688,up,0.0009160711105551389,BTC
2025-09-15 17:45:00+00:00,115040.7578125,up,0.789412793293013,down,-0.0005218938369465631,BTC
2025-09-15 18:00:00+00:00,114980.71875,up,0.6811677769463974,down,-8.833002707264725e-06,BTC
2025-09-15 18:15:00+00:00,114979.703125,down,0.6746375366217531,down,0.00017645777427288678,BTC
2025-09-15 18:30:00+00:00,114959.4140625,up,0.8826174658465786,up,0.003239050738355065,BTC
2025-09-15 18:45:00+00:00,115331.7734375,down,0.6894817362702368,down,0.0008107046064861345,BTC
2025-09-15 19:00:00+00:00,115238.2734375,down,0.8326515890156998,down,0.0011552829500887096,BTC
2025-09-15 19:15:00+00:00,115105.140625,down,0.7179365394621238,up,-0.0027697503193071515,BTC
2025-09-15 19:30:00+00:00,115423.953125,up,0.6417762212354112,down,-0.001013586732498295,BTC
2025-09-15 19:45:00+00:00,115306.9609375,down,0.6032145893086077,up,-0.0015684357737779653,BTC
2025-09-15 20:00:00+00:00,115487.8125,down,0.7632772011045752,down,0.0014580136973327829,BTC
2025-09-15 20:15:00+00:00,115319.4296875,down,0.8927336455646798,down,0.00035377277801806883,BTC
2025-09-15 20:30:00+00:00,115278.6328125,down,0.7107408581427613,up,-0.0005207491495640149,BTC
2025-09-15 20:45:00+00:00,115338.6640625,down,0.7071577001979135,up,-0.00017895668523459918,BTC
2025-09-15 21:00:00+00:00,115359.3046875,down,0.7032274853548326,up,-0.0008327920557449353,BTC
2025-09-15 21:15:00+00:00,115455.375,down,0.7561631511914575,up,-0.00027114101443959093,BTC
2025-09-15 21:30:00+00:00,115486.6796875,up,0.732199465027288,up,0.00027363815970393723,BTC
2025-09-15 21:45:00+00:00,115518.28125,down,0.8639743880181043,down,0.0011288797633491887,BTC
2025-09-15 22:00:00+00:00,115387.875,up,0.751656237517047,up,0.0004798354029831309,BTC
2025-09-15 22:15:00+00:00,115443.2421875,down,0.7523273514565707,down,0.0013391320883807678,BTC
2025-09-15 22:30:00+00:00,115288.6484375,down,0.641511478416167,up,-0.0004282728670097491,BTC
2025-09-15 22:45:00+00:00,115338.0234375,up,0.8948218622731159,up,0.0003445036928479972,BTC
2025-09-15 23:00:00+00:00,115377.7578125,up,0.6749918672606489,up,0.0011676996073970436,BTC
2025-09-15 23:15:00+00:00,115512.484375,down,0.6220092202378807,down,0.0006263527521849221,BTC
2025-09-15 23:30:00+00:00,115440.1328125,up,0.7989438746925627,up,2.1588570970010323e-05,BTC
2025-09-15 23:45:00+00:00,115442.625,down,0.7786099110470618,down,0.001833297059903094,BTC
2025-09-16 00:00:00+00:00,115230.984375,down,0.7245436961978238,down,0.0012023404620854494,BTC
2025-09-16 00:15:00+00:00,115092.4375,up,0.7266576701642034,up,0.0008304466138360223,BTC
2025-09-16 00:30:00+00:00,115188.015625,up,0.8355191763139294,down,-0.0010370273708758537,BTC
2025-09-16 00:45:00+00:00,115068.5625,down,0.6587137920298947,up,-0.0018152900145944617,BTC
2025-09-16 01:00:00+00:00,115277.4453125,down,0.8460759956834669,up,-0.0016682578233639944,BTC
2025-09-16 01:15:00+00:00,115469.7578125,down,0.7946241341685054,down,0.002306136840889539,BTC
2025-09-16 01:30:00+00:00,115203.46875,up,0.7256909321338573,down,-0.001226566257363615,BTC
2025-09-16 01:45:00+00:00,115062.1640625,up,0.7374085849751606,up,0.0010089654661540326,BTC
2025-09-16 02:00:00+00:00,115178.2578125,up,0.6769941621558287,up,7.725796230118043e-05,BTC
2025-09-16 02:15:00+00:00,115187.15625,up,0.8256342998090924,down,-0.0007026608055531458,BTC
2025-09-16 02:30:00+00:00,115106.21875,down,0.7538624226915803,down,0.0004157844425759505,BTC
2025-09-16 02:45:00+00:00,115058.359375,up,0.6962563628249531,up,0.0007194718441116965,BTC
2025-09-16 03:00:00+00:00,115141.140625,down,0.7788150347282851,up,-0.0006041498253570587,BTC
2025-09-16 03:15:00+00:00,115210.703125,down,0.898720335615397,up,-0.0018168477999209731,BTC
2025-09-16 03:30:00+00:00,115420.0234375,up,0.7305786838969661,down,-0.00020678550210939672,BTC
2025-09-16 03:45:00+00:00,115396.15625,up,0.8762074202335859,down,-0.002185067906020466,BTC
2025-09-16 04:00:00+00:00,115144.0078125,up,0.7035050519773698,up,0.0016716159716572143,BTC
2025-09-16 04:15:00+00:00,115336.484375,up,0.6164198120774957,up,0.00028788050181982605,BTC
2025-09-16 04:30:00+00:00,115369.6875,up,0.6612726319105287,up,0.0013283385204627685,BTC
2025-09-16 04:45:00+00:00,115522.9375,up,0.7256085429983052,up,0.00266431125420441,BTC
2025-09-16 05:00:00+00:00,115830.7265625,down,0.6658904785783707,down,0.0009066975630453999,BTC
2025-09-16 05:15:00+00:00,115725.703125,down,0.6000681114654767,up,-0.0009393170407665519,BTC
2025-09-16 05:30:00+00:00,115834.40625,up,0.8745004613242582,up,0.0008440794118542705,BTC
2025-09-16 05:45:00+00:00,115932.1796875,up,0.8531638233692787,up,0.0008675600275187545,BTC
2025-09-16 06:00:00+00:00,116032.7578125,down,0.8226876694460842,down,0.0015139178436477385,BTC
2025-09-16 06:15:00+00:00,115857.09375,down,0.6503443786938086,down,0.0007023064783203692,BTC
2025-09-16 06:30:00+00:00,115775.7265625,down,0.6361090728629958,up,-0.00019353149978207362,BTC
2025-09-16 06:45:00+00:00,115798.1328125,down,0.6202814248417149,up,-0.0004898745871131371,BTC
2025-09-16 07:00:00+00:00,115854.859375,up,0.8172087566318764,down,-1.004759322376092e-05,BTC
2025-09-16 07:15:00+00:00,115853.6953125,down,0.8786423882063656,down,0.00046570051006544766,BTC
2025-09-16 07:30:00+00:00,115799.7421875,down,0.7291607462739111,down,5.275810536875536e-05,BTC
2025-09-16 07:45:00+00:00,115793.6328125,up,0.6357422015988144,up,0.0015094202138299373,BTC
2025-09-16 08:00:00+00:00,115968.4140625,up,0.753717846219632,down,-0.0016069839059760227,BTC
2025-09-16 08:15:00+00:00,115782.0546875,down,0.7046495722375891,down,0.0011844047237727917,BTC
2025-09-16 08:30:00+00:00,115644.921875,up,0.7124474773049994,up,0.00018834592688432572,BTC
2025-09-16 08:45:00+00:00,115666.703125,up,0.7863991872467122,down,-6.132923138935098e-05,BTC
2025-09-16 09:00:00+00:00,115659.609375,up,0.8156154339786608,down,-0.0002575580417483181,BTC
2025-09-16 09:15:00+00:00,115629.8203125,up,0.6331810796619483,down,-0.0006254468985988915,BTC
2025-09-16 09:30:00+00:00,115557.5,down,0.6106770692419429,down,0.00039617722778706455,BTC
2025-09-16 09:45:00+00:00,115511.71875,up,0.8982990908057145,down,-0.00030272902505834587,BTC
2025-09-16 10:00:00+00:00,115476.75,up,0.6698185046746655,up,0.0005507060945169062,BTC
2025-09-16 10:15:00+00:00,115540.34375,down,0.6161491574725377,down,0.000352961127484952,BTC
2025-09-16 10:30:00+00:00,115499.5625,down,0.6569625987287759,down,0.0008917106287740229,BTC
2025-09-16 10:45:00+00:00,115396.5703125,down,0.6116873539045392,down,0.0008776121961489025,BTC
2025-09-16 11:00:00+00:00,115295.296875,up,0.7175432683851515,up,0.0004443752380944854,BTC
2025-09-16 11:15:00+00:00,115346.53125,down,0.8407205353353973,up,-0.00024491417031669016,BTC
2025-09-16 11:30:00+00:00,115374.78125,down,0.7023733349273161,down,0.00043587569098857415,BTC
2025-09-16 11:45:00+00:00,115324.4921875,down,0.7332550220635099,up,-0.0005704691280412622,BTC
2025-09-16 12:00:00+00:00,115390.28125,up,0.8026760320702316,down,-0.0003537586706419127,BTC
2025-09-16 12:15:00+00:00,115349.4609375,down,0.7526682210209641,up,-0.0006382100696584736,BTC
2025-09-16 12:30:00+00:00,115423.078125,up,0.8584337058063973,up,0.0003598175570662665,BTC
2025-09-16 12:45:00+00:00,115464.609375,down,0.8598107025137269,down,0.0005414943837633857,BTC
2025-09-16 13:00:00+00:00,115402.0859375,down,0.602973208647346,up,-0.0008523865639074035,BTC
2025-09-16 13:15:00+00:00,115500.453125,up,0.8334138919449597,down,-0.0033732281082772264,BTC
2025-09-16 13:30:00+00:00,115110.84375,up,0.7382200800725022,up,0.00023143453850327234,BTC
2025-09-16 13:45:00+00:00,115137.484375,up,0.896652162391099,down,-0.002246499056359097,BTC
2025-09-16 14:00:00+00:00,114878.828125,down,0.7449696227626306,up,-0.0012075223282139724,BTC
2025-09-16 14:15:00+00:00,115017.546875,up,0.8960687836164893,up,0.00027984860462182404,BTC
2025-09-16 14:30:00+00:00,115049.734375,up,0.8263708083617209,up,0.0022106607971037473,BTC
2025-09-16 14:45:00+00:00,115304.0703125,up,0.6745814653839919,down,-0.0019952000556138216,BTC
2025-09-16 15:00:00+00:00,115074.015625,up,0.7615184937860873,up,0.00038779388863452446,BTC
2025-09-16 15:15:00+00:00,115118.640625,up,0.8976406918435749,up,0.0018905767460282163,BTC
2025-09-16 15:30:00+00:00,115336.28125,down,0.8572591823255771,up,-0.004173461787420063,BTC
2025-09-16 15:45:00+00:00,115817.6328125,up,0.6292100681373664,up,0.0006536407553983103,BTC
2025-09-16 16:00:00+00:00,115893.3359375,down,0.8119115990429988,down,0.0004079721203771314,BTC
2025-09-16 16:15:00+00:00,115846.0546875,up,0.703673875761244,up,0.0002130386534662243,BTC
2025-09-16 16:30:00+00:00,115870.734375,up,0.6020946785641044,up,0.001265351326983799,BTC
2025-09-16 16:45:00+00:00,116017.3515625,up,0.7210442907080998,up,0.0045673394355545405,BTC
2025-09-16 17:00:00+00:00,116547.2421875,down,0.6704263265174913,up,-0.0012465438673037177,BTC
2025-09-16 17:15:00+00:00,116692.5234375,down,0.8456607811561415,down,0.00167688281764522,BTC
2025-09-16 17:30:00+00:00,116496.84375,down,0.7011991826537296,up,-0.0005035007654445867,BTC
2025-09-16 17:45:00+00:00,116555.5,down,0.8482571081861452,up,-0.001357253089729893,BTC
2025-09-16 18:00:00+00:00,116713.6953125,up,0.6001793816504386,down,-0.0019722406987772167,BTC
2025-09-16 18:15:00+00:00,116483.5078125,down,0.6923457450078357,down,0.0011226106378122713,BTC
2025-09-16 18:30:00+00:00,116352.7421875,up,0.6723495642923286,up,0.0007468533690420109,BTC
2025-09-16 18:45:00+00:00,116439.640625,down,0.6700702083205833,up,-0.0008194964746353062,BTC
2025-09-16 19:00:00+00:00,116535.0625,down,0.6204559859296388,down,0.00030476342688712244,BTC
2025-09-16 19:15:00+00:00,116499.546875,down,0.6561372811231505,up,-0.0008137773068055409,BTC
2025-09-16 19:30:00+00:00,116594.3515625,up,0.766664870965686,up,0.002091385618018471,BTC
2025-09-16 19:45:00+00:00,116838.1953125,down,0.6874083218513234,up,-0.0004611746386178339,BTC
2025-09-16 20:00:00+00:00,116892.078125,down,0.7252184346987444,down,0.0008626413279450018,BTC
2025-09-16 20:15:00+00:00,116791.2421875,up,0.7130600641041566,up,0.001028678373050651,BTC
2025-09-16 20:30:00+00:00,116911.3828125,down,0.8627714774999684,down,2.231925529594392e-05,BTC
2025-09-16 20:45:00+00:00,116908.7734375,down,0.8715896997031547,up,-9.028139796241064e-05,BTC
2025-09-16 21:00:00+00:00,116919.328125,up,0.747887091496758,down,-0.0022360503108647123,BTC
2025-09-16 21:15:00+00:00,116657.890625,down,0.6990467850946813,up,-0.00029051292474457924,BTC
2025-09-16 21:30:00+00:00,116691.78125,up,0.6320402112007091,up,0.0016816469240417131,BTC
2025-09-16 21:45:00+00:00,116888.015625,up,0.8860208638146285,up,0.0006466525853470184,BTC
2025-09-16 22:00:00+00:00,116963.6015625,up,0.6180680834700892,down,-0.00020960046264395515,BTC
2025-09-16 22:15:00+00:00,116939.0859375,down,0.6892950832704842,down,0.0009201505351043027,BTC
2025-09-16 22:30:00+00:00,116831.484375,up,0.6894198603510012,up,0.0005215845739356961,BTC
2025-09-16 22:45:00+00:00,116892.421875,up,0.6961203858420645,up,0.0003100473659340963,BTC
2025-09-16 23:00:00+00:00,116928.6640625,down,0.6492860529817228,down,0.0010725022047028965,BTC
2025-09-16 23:15:00+00:00,116803.2578125,up,0.8349484292771092,down,-0.00011771931928539203,BTC
2025-09-16 23:30:00+00:00,116789.5078125,down,0.6367493585897968,up,-0.0003253048001623515,BTC
2025-09-16 23:45:00+00:00,116827.5,down,0.7904719977459489,down,0.0010254167469131437,BTC
2025-09-17 00:00:00+00:00,116707.703125,up,0.6371538080117453,up,0.0005665194818305075,BTC
2025-09-17 00:15:00+00:00,116773.8203125,down,0.621160691277887,down,0.0005730228087162947,BTC
2025-09-17 00:30:00+00:00,116706.90625,up,0.8728288511057629,down,-0.0004985780350937885,BTC
2025-09-17 00:45:00+00:00,116648.71875,down,0.6570386298956117,up,-9.108544108960004e-06,BTC
2025-09-17 01:00:00+00:00,116649.78125,up,0.8463750463679113,up,0.0008663084183879732,BTC
2025-09-17 01:15:00+00:00,116750.8359375,down,0.7633892613321407,down,0.0002650543120441551,BTC
2025-09-17 01:30:00+00:00,116719.890625,down,0.6233569558826308,down,2.3025210061589085e-05,BTC
2025-09-17 01:45:00+00:00,116717.203125,down,0.8866344574314202,down,0.000242908172410905,BTC
2025-09-17 02:00:00+00:00,116688.8515625,up,0.6740883500975677,up,0.0010757775770273703,BTC
2025-09-17 02:15:00+00:00,116814.3828125,down,0.857893603605782,up,-0.0012036322849531267,BTC
2025-09-17 02:30:00+00:00,116954.984375,up,0.6506430017353693,down,-0.0013033860917909257,BTC
2025-09-17 02:45:00+00:00,116802.546875,down,0.8561828646425559,down,0.0002462756658104803,BTC
2025-09-17 03:00:00+00:00,116773.78125,down,0.6039686438715882,down,0.001686888725289104,BTC
2025-09-17 03:15:00+00:00,116576.796875,up,0.7535341369708441,down,-0.000346606280865025,BTC
2025-09-17 03:30:00+00:00,116536.390625,up,0.830832773826467,down,-0.000345452714676453,BTC
2025-09-17 03:45:00+00:00,116496.1328125,down,0.880438655247835,down,0.0001596753647602478,BTC
2025-09-17 04:00:00+00:00,116477.53125,up,0.8727606408619462,down,-0.0009201747869291843,BTC
2025-09-17 04:15:00+00:00,116370.3515625,up,0.8458874608642935,down,-0.0006576524773914683,BTC
2025-09-17 04:30:00+00:00,116293.8203125,up,0.8664574048983913,up,0.0008115892336013619,BTC
2025-09-17 04:45:00+00:00,116388.203125,up,0.6597659057511229,up,0.0020499151210691124,BTC
2025-09-17 05:00:00+00:00,116626.7890625,down,0.6852552887135186,down,0.0001035621841010137,BTC
2025-09-17 05:15:00+00:00,116614.7109375,down,0.6866905574763176,up,-0.000801785634490848,BTC
2025-09-17 05:30:00+00:00,116708.2109375,up,0.7131161793005096,up,0.004264374340092747,BTC
2025-09-17 05:45:00+00:00,117205.8984375,up,0.7179962011155566,down,-0.0008146054402792258,BTC
2025-09-17 06:00:00+00:00,117110.421875,down,0.7633665973964027,up,-3.522316745141474e-05,BTC
2025-09-17 06:15:00+00:00,117114.546875,up,0.6479639290099324,up,0.0007634085806216273,BTC
2025-09-17 06:30:00+00:00,117203.953125,up,0.8073739991357968,up,9.951936081509238e-05,BTC
2025-09-17 06:45:00+00:00,117215.6171875,up,0.6502699617913519,up,7.351569446778505e-05,BTC
2025-09-17 07:00:00+00:00,117224.234375,up,0.6930925446313643,up,0.00039567596877287947,BTC
2025-09-17 07:15:00+00:00,117270.6171875,down,0.7510035391818461,down,0.00019179729790319566,BTC
2025-09-17 07:30:00+00:00,117248.125,up,0.8389321684570432,down,-0.00014232636982469682,BTC
2025-09-17 07:45:00+00:00,117231.4375,down,0.8218407699716181,down,0.001243200549340684,BTC
2025-09-17 08:00:00+00:00,117085.6953125,up,0.7936603069231567,down,-0.0007674667239252475,BTC
2025-09-17 08:15:00+00:00,116995.8359375,up,0.646731978174051,down,-0.0021649408328968667,BTC
2025-09-17 08:30:00+00:00,116742.546875,up,0.7641136036846733,up,0.0013677264996707628,BTC
2025-09-17 08:45:00+00:00,116902.21875,down,0.6262339505399657,down,0.0012043986547517482,BTC
2025-09-17 09:00:00+00:00,116761.421875,up,0.7132089530389952,up,0.0002667699399323542,BTC
2025-09-17 09:15:00+00:00,116792.5703125,up,0.7240549590869878,up,4.4282568541387235e-05,BTC
2025-09-17 09:30:00+00:00,116797.7421875,down,0.6119434318337261,down,0.0013701570510078476,BTC
2025-09-17 09:45:00+00:00,116637.7109375,down,0.6821964298409915,down,0.0005821310874009056,BTC
2025-09-17 10:00:00+00:00,116569.8125,down,0.8866948401799468,down,0.0009837854676141289,BTC
2025-09-17 10:15:00+00:00,116455.1328125,up,0.8860897823489069,up,2.2071268461321125e-05,BTC
2025-09-17 10:30:00+00:00,116457.703125,up,0.7056981162757618,down,-0.00048824056695473406,BTC
2025-09-17 10:45:00+00:00,116400.84375,down,0.6129300326844972,down,0.0003931055053026933,BTC
2025-09-17 11:00:00+00:00,116355.0859375,up,0.6537284817984544,down,-7.278366847285334e-05,BTC
2025-09-17 11:15:00+00:00,116346.6171875,up,0.717665338030062,down,-0.00016693115338883846,BTC
2025-09-17 11:30:00+00:00,116327.1953125,down,0.884333909390769,down,0.00021101578985083247,BTC
2025-09-17 11:45:00+00:00,116302.6484375,down,0.6423597190611554,up,-0.000615178381242476,BTC
2025-09-17 12:00:00+00:00,116374.1953125,down,0.8290547531004637,down,7.700106948915764e-05,BTC
2025-09-17 12:15:00+00:00,116365.234375,down,0.6326047618124077,down,0.0010496315815975432,BTC
2025-09-17 12:30:00+00:00,116243.09375,up,0.8943772732173831,up,0.00012043726253629927,BTC
2025-09-17 12:45:00+00:00,116257.09375,down,0.7144849497327405,down,0.001017948635929966,BTC
2025-09-17 13:00:00+00:00,116138.75,down,0.8325703616697169,up,-0.0013080394140629892,BTC
2025-09-17 13:15:00+00:00,116290.6640625,down,0.7027773248433395,down,0.002100273392271035,BTC
2025-09-17 13:30:00+00:00,116046.421875,up,0.7883006631476426,up,0.0007843035875594317,BTC
2025-09-17 13:45:00+00:00,116137.4375,up,0.657604825422011,up,0.0003629186109777027,BTC
2025-09-17 14:00:00+00:00,116179.5859375,down,0.6438063057890887,down,0.0035391060458864754,BTC
2025-09-17 14:15:00+00:00,115768.4140625,down,0.8814192418704394,down,0.0008765479195838033,BTC
2025-09-17 14:30:00+00:00,115666.9375,up,0.8752941833713301,down,-8.213237252863159e-05,BTC
2025-09-17 14:45:00+00:00,115657.4375,up,0.8662406820638647,up,0.0011464351352241664,BTC
2025-09-17 15:00:00+00:00,115790.03125,down,0.7876300350499781,down,0.001013620829297457,BTC
2025-09-17 15:15:00+00:00,115672.6640625,down,0.8424804633648835,up,-0.0014849959486296083,BTC
2025-09-17 15:30:00+00:00,115844.4375,down,0.6207110810734124,up,-0.0005233985662884688,BTC
2025-09-17 15:45:00+00:00,115905.0703125,down,0.7004367125672037,down,0.00221874730593441,BTC
2025-09-17 16:00:00+00:00,115647.90625,up,0.6941109374271468,up,0.00026359642805906525,BTC
2025-09-17 16:15:00+00:00,115678.390625,down,0.790693596585784,down,0.0014706047221167973,BTC
2025-09-17 16:30:00+00:00,115508.2734375,up,0.7067873320411922,up,0.001467833168606214,BTC
2025-09-17 16:45:00+00:00,115677.8203125,down,0.6445520344931043,up,-0.0002990525746988659,BTC
2025-09-17 17:00:00+00:00,115712.4140625,down,0.7789401226240631,down,0.00036891028802621406,BTC
2025-09-17 17:15:00+00:00,115669.7265625,up,0.8443151762007245,up,0.005126530446837307,BTC
2025-09-17 17:30:00+00:00,116262.7109375,up,0.7146370483379919,down,-0.001372363384729347,BTC
2025-09-17 17:45:00+00:00,116103.15625,down,0.6396806145295445,down,0.004811386749014379,BTC
2025-09-17 18:00:00+00:00,115544.5390625,up,0.6590064591938469,up,0.004014753239433233,BTC
2025-09-17 18:15:00+00:00,116008.421875,down,0.6712449915508152,down,0.007539660038151874,BTC
2025-09-17 18:30:00+00:00,115133.7578125,up,0.6899692778983608,up,0.0008935259471642976,BTC
2025-09-17 18:45:00+00:00,115236.6328125,up,0.7928385211518927,up,0.003819111611982562,BTC
2025-09-17 19:00:00+00:00,115676.734375,down,0.7802836453613157,up,-0.0020231488316511115,BTC
2025-09-17 19:15:00+00:00,115910.765625,up,0.8088239584701118,down,-0.0008752692163920273,BTC
2025-09-17 19:30:00+00:00,115809.3125,down,0.708750595359454,down,0.0009764165122730928,BTC
2025-09-17 19:45:00+00:00,115696.234375,up,0.8471992955639935,up,0.004084780741162364,BTC
2025-09-17 20:00:00+00:00,116168.828125,down,0.6612262983467281,down,0.0026256236713673164,BTC
2025-09-17 20:15:00+00:00,115863.8125,down,0.7407122242554462,down,0.0009953091479706355,BTC
2025-09-17 20:30:00+00:00,115748.4921875,down,0.8402816164624292,down,0.0010519845459650012,BTC
